cmc_rank,CMC_id,name,ticker,web_primary,web_secondary,source_code,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp,med_resp,avg_longevity_days,language:,lastUpdated,mentions,criticality,alexa_rank,geo_dist
152,2496,Polymath,POLY,https://www.polymath.network/,,https://github.com/PolymathNetwork/polymath-core,PolymathNetwork/polymath-core,github,386,310,65,1.5,0,0,1.5,6.968,0,0,241.78,JavaScript,5,61,0.37095,261331,0.334226723
154,2539,Ren,REN,https://renproject.io/,,https://github.com/renproject/ren-js,renproject/ren-js,github,126,42,19,3,21,1.33,1.33,2.042,7.51,4.05,213.41,TypeScript,0,22,0.37669,92890,0.431181149
155,4948,Nervos Network,CKB,http://nervos.org/,,https://github.com/nervosnetwork/ckb,nervosnetwork/ckb,github,1052,390,105,11,115,165,33,0.395,6.73,1.24,294.79,Rust,0,454,0.60678,117078,0.362114551
156,3029,Flux,FLUX,https://runonflux.io/,https://zelcore.io/,https://github.com/RunOnFlux/flux,RunOnFlux/flux,github,84,60,52,13.33,125,32.33,31,0.505,2.68,0.21,60.29,JavaScript,0,12,0.4994,26896,0.367241686
158,11156,dYdX,DYDX,https://dydx.community,,https://github.com/dydxfoundation/governance-contracts,dydxfoundation/governance-contracts,github,26,5,8,3.5,29.5,16.67,5.5,5.078,1.97,0.75,61.6,Solidity,2,0,0.12976,123711,0.342727031
160,109,DigiByte,DGB,https://digibyte.org/,https://dgbwiki.com/,https://github.com/DigiByte-Core/digibyte,DigiByte-Core/digibyte,github,81,59,34,5.33,6,14,2.33,11.677,5.59,3.64,248.55,C++,8,0,0.41656,189663,0.368575061
161,5964,Trust Wallet Token,TWT,https://trustwallet.com/,,https://github.com/trustwallet/wallet-core,trustwallet/wallet-core,github,1277,1103,499,52,91.33,158.67,17.67,0.105,8.77,0.86,120.87,C++,0,6,0.52711,5257,0.378250062
162,13855,Ethereum Name Service,ENS,https://ens.domains/,,https://github.com/ensdomains/ens,ensdomains/ens,github,506,361,62,5,0,0.33,1,0.642,0.64,0.53,218.66,JavaScript,14,592,0.3946,4928,0.391630143
165,6950,Perpetual Protocol,PERP,https://perp.com,https://app.perp.com/,https://github.com/perpetual-protocol/perpetual-protocol,perpetual-protocol/perpetual-protocol,github,96,55,17,1.33,1,0.33,1,0.472,3.13,0.05,86.09,TypeScript,2,0,0.24007,137794,0.414557487
166,4761,NuCypher,NU,https://nucypher.com,,https://github.com/nucypher/nucypher,nucypher/nucypher,github,576,428,142,8.67,90,81.33,12.67,0.303,30.82,8.14,240.8,Python,0,99,0.50845,405358,0.343367028
167,1567,Nano,XNO,http://nano.org/en,,https://github.com/nanocurrency/nano-node,nanocurrency/nano-node,github,1225,572,222,17,58.67,86.33,30.67,0.595,9.11,0.99,210.63,C++,0,230,0.54286,88698,0.282890558
168,7461,PlayDapp,PLA,https://playdapp.io,,https://github.com/playdapp/PLA,playdapp/PLA,github,0,0,2,1,0,0,2,41.083,28.49,28.49,573,JavaScript,23,0,0.02872,155722,0.334226723
169,11584,Braintrust,BTRST,https://www.braintrust.com,,https://github.com/Snowfork/BTRST-Contracts,Snowfork/BTRST-Contracts,github,13,10,4,2,1,0,2.5,3.438,29.53,29.53,59.33,JavaScript,3,0,0.1774,,0.300378582
171,5899,Casper,CSPR,https://casper.network/,,https://github.com/casper-network/casper-node,casper-network/casper-node,github,212,99,55,20.67,404,420.67,51,0.547,32.03,6.81,176.4,Rust,0,103,0.52796,192986,0.249264333
172,6953,Frax Share,FXS,https://frax.finance/#welcome,,https://github.com/FraxFinance/frax-solidity,FraxFinance/frax-solidity,github,214,104,21,3,19,0.33,7,0.92,5.79,4.49,135.44,Solidity,0,25,0.35062,62731,0.353660197
173,10903,Coin98,C98,https://www.coin98.com/,,https://github.com/coin98/saros-sdk,coin98/saros-sdk,github,1,1,1,1,4,0,0,70.026,0,0,0,JavaScript,2,0,0.02077,59872,0.440843502
174,7281,Persistence,XPRT,https://persistence.one,,https://github.com/persistenceOne/persistenceCore,persistenceOne/persistenceCore,github,17,14,14,3,13.5,3.33,3.33,0.097,15.77,1.17,163.77,Go,0,17,0.41365,121285,0.432140184
175,3814,Celer Network,CELR,https://www.celer.network/#,,https://github.com/celer-network/goCeler-oss,celer-network/goCeler-oss,github,203,14,7,1,0,0.33,0,31.701,3.14,3.14,188.43,Go,9,0,0.13608,31595,0.391630143
176,1214,Lisk,LSK,https://Lisk.com/,,https://github.com/LiskHQ/lisk-core,LiskHQ/lisk-core,github,144,90,63,5.33,71.5,14.67,6.5,4.9,10.62,2.99,364.7,TypeScript,0,88,0.4942,323639,0.332490702
177,4206,WINkLink,WIN,https://winklink.org/,,https://github.com/wink-link/winklink,wink-link/winklink,github,29,17,8,1,0,0.67,1,9.048,0.38,0.38,81.25,Java,6,0,0.16555,254096,0.41698703
178,5117,Origin Protocol,OGN,https://www.originprotocol.com,https://www.story.xyz,https://github.com/OriginProtocol/origin,OriginProtocol/origin,github,390,264,119,4.67,28,0.67,5.33,3.198,35.92,8.34,252.03,JavaScript,4,494,0.42983,75527,0.333059081
179,7226,Injective,INJ,https://injective.com,,https://github.com/InjectiveLabs/injective-ts,InjectiveLabs/injective-ts,github,15,5,8,2.67,49,1,4.67,2.899,0.48,0.22,112,TypeScript,0,12,0.35717,1418754,0.327361499
183,3773,Fetch.ai,FET,https://fetch.ai/,https://community.fetch.ai/,https://github.com/fetchai/agents-aea,fetchai/agents-aea,github,124,66,51,7.67,45.33,26,5.67,0.877,10.31,2.02,275.19,Python,3,158,0.47475,155169,0.336959851
184,3628,MXC,MXC,https://www.mxc.org/,,https://github.com/mxc-foundation/node-prod-firmware,mxc-foundation/node-prod-firmware,github,8,6,1,0,0,0,0,310.663,0,0,1,C,32,0,0.07656,260382,0.391630143
188,2765,XYO,XYO,https://xyo.network/,,https://github.com/XYOracleNetwork/xyo-foundation,XYOracleNetwork/xyo-foundation,github,49,18,6,1,0,0.33,0,22.444,28.25,28.25,116.8,None,6,0,0.18203,203076,0.391630143
191,9258,Chia,XCH,https://www.chia.net/,,https://github.com/XYOracleNetwork-v1/client-xyo-nodejs,XYOracleNetwork-v1/client-xyo-nodejs,github,1,1,3,2,1,0,1.5,0.383,0,0,70,TypeScript,23,0,0.14214,50811,0.334226723
192,2303,MediBloc,MED,https://medibloc.com/en/,,https://github.com/medibloc/panacea-core,medibloc/panacea-core,github,52,24,14,3.67,28,56.33,6.67,1.214,11.65,1.31,194.7,Go,0,0,0.30768,1041664,0.423998299
193,3992,COTI,COTI,https://coti.io/,,https://github.com/coti-io/coti-node,coti-io/coti-node,github,121,35,7,4.33,48.67,1.33,0.5,1.709,14.85,9.81,355.18,Java,0,0,0.32729,141242,0.377105917
194,3217,Ontology Gas,ONG,https://ont.io/,,https://github.com/ontio/ontology,ontio/ontology,github,1103,923,157,2.67,2.67,0.33,3.33,1.105,8.28,0.6,209.22,Go,0,81,0.47353,246668,0.41698703
195,3884,Function X,FX,https://functionx.io/,,https://github.com/FunctionX/fx-core,FunctionX/fx-core,github,9,2,6,2.67,8,10,0,24.2,17.86,3.03,103.2,Go,2,0,0.20671,435668,0.41698703
196,2071,Request,REQ,https://request.network/,,https://github.com/RequestNetwork/requestNetwork,RequestNetwork/requestNetwork,github,205,91,44,11,202.33,124,29.67,0.156,5.73,0.78,260.91,TypeScript,0,46,0.4943,193171,0.332499424
197,9285,Moonriver,MOVR,https://moonbeam.network/networks/moonriver/,https://moonbeam.foundation/,https://github.com/PureStake/moonbeam,PureStake/moonbeam,github,620,197,151,28.67,391,252.67,67,0.011,8.18,0.96,141.71,TypeScript,0,86,0.54124,14380,0.216877156
199,3835,Orbs,ORBS,https://www.orbs.com/,,https://github.com/orbs-network/orbs-network-go,orbs-network/orbs-network-go,github,71,28,32,1.5,17,0,1,75.987,1.84,0.03,413.31,Go,2,285,0.34942,275725,0.381128342
201,5015,HEX,HEX,https://hex.com/,https://go.hex.win/,https://github.com/BitcoinHEX/contract,BitcoinHEX/contract,github,68,75,18,2,0,0.5,0,34.73,0,0,200.18,Solidity,36,0,0.07093,17200,0.391630143
202,18579,Wrapped TRON,WTRX,https://tron.network/,,https://github.com/tronprotocol/java-tron,tronprotocol/java-tron,github,3552,2191,977,28,76,53,34,0.116,5.87,0.88,147.21,Java,1,14036,0.64553,23239,0.41698703
203,8085,Lido stETH,STETH,https://lido.fi/,,https://github.com/lidofinance/lido-dao,lidofinance/lido-dao,github,110,45,44,6.67,64,27,6.67,1.312,11.01,1.33,128.71,JavaScript,5,30,0.367,37445,0.396316845
204,6952,Frax,FRAX,https://frax.finance/#welcome,,https://github.com/FraxFinance/frax-solidity,FraxFinance/frax-solidity,github,214,104,21,3,19,0.33,7,0.92,5.79,4.49,135.44,Solidity,0,25,0.35062,62731,0.353660197
205,12220,Osmosis,OSMO,https://osmosis.zone/,,https://github.com/osmosis-labs/osmosis,osmosis-labs/osmosis,github,417,158,134,37.33,371,382.67,76.33,0.481,12.76,1.03,101.04,Go,0,16,0.52597,4713,0.320844489
206,11419,Toncoin,TON,https://ton.org/,,https://github.com/newton-blockchain/ton,newton-blockchain/ton,github,295,66,18,5,28.33,3,8.33,0.567,7.22,0.33,148.72,C++,2,2,0.25803,21468,0.400631519
208,3718,BitTorrent,BTTOLD,https://www.bittorrent.com/btt/,,https://github.com/bittorrent/go-btfs,bittorrent/go-btfs,github,51,40,58,20,76.33,46,16.33,0.189,3.46,0.94,31.31,Go,1,14,0.57777,6453,0.416839688
210,11498,Chainbing,CBG,https://www.chainbing.io,,https://github.com/chainbing/node,chainbing/node,github,1,1,1,1,3.5,0,0,75.05,0,0,153,Go,2,0,0.053,952266,0.41698703
211,5804,DeFiChain,DFI,https://defichain.com/,,https://github.com/DeFiCh/ain,DeFiCh/ain,github,309,109,200,46.67,329.67,212.67,38,0.804,11.43,1.88,131.83,C++,0,31,0.63396,181681,0.330630992
214,7961,Venus BNB,vBNB,https://app.venus.io/dashboard,,https://github.com/VenusProtocol/venus-protocol,VenusProtocol/venus-protocol,github,154,87,47,4.67,110.67,15.67,5.33,3.023,31.67,10.6,83.47,Solidity,0,27,0.4278,28451,0.430319766
215,9566,Liquity USD,LUSD,https://www.liquity.org/,,https://github.com/liquity/dev,liquity/dev,github,128,165,34,5.33,3,23,14.33,1.138,7.19,3.92,92,JavaScript,0,880,0.50821,220064,0.308294743
216,11221,BitDAO,BIT,https://www.bitdao.io/,,https://github.com/bitdao-io/bitdao-interface,bitdao-io/bitdao-interface,github,0,0,2,1,1,0,0,4.847,0,0,130,Vue,0,0,0.17645,79627,0.422448719
217,5830,NXM,NXM,https://nexusmutual.io/,,https://github.com/NexusMutual/smart-contracts,NexusMutual/smart-contracts,github,108,48,13,4.33,79.67,19,11.33,0.058,10.1,3.18,385.08,JavaScript,3,7,0.39823,94537,0.34289743
218,5482,Counos X,CCXX,https://www.counos.io/CounosX,https://www.counos.io/counos-x-roadmap,https://github.com/counos-platform/counos-X,counos-platform/counos-X,github,4,3,2,1,3,0,0,55.917,1.32,1.32,663.5,C++,2,0,0.35684,812152,0.380514134
219,7548,WEMIX,WEMIX,https://wemixnetwork.com/,,https://github.com/wemade-tree/contract-reference,wemade-tree/contract-reference,github,0,0,1,0,0,0,0,645.152,0,0,14,,,,,39070,0.391630143
220,5185,KOK,KOK,http://kok-chain.io,,https://github.com/KOK-Foundation/ERC-20,KOK-Foundation/ERC-20,github,0,0,1,0,0,0,0,761.359,0,0,7,None,35,0,0.01982,862371,0.391630143
223,9640,MetisDAO,METIS,https://www.metis.io,,https://github.com/MetisProtocol/metis,MetisProtocol/metis,github,40,8,4,1.5,2,0.33,1.5,5.968,28.52,28.52,207,Solidity,11,0,0.10605,39850,0.336181374
224,5514,The Transfer Token,TTT,https://www.atom-solutions.jp/en/xecttt/,https://www.atom-solutions.jp/en/,https://github.com/atom-solutions/TheTransferToken,atom-solutions/TheTransferToken,github,1,4,3,1,2,0,0,31.048,0,0,507,Solidity,3,0,0.13715,807725,0.423998299
225,268,WhiteCoin,XWC,http://whitecoin.info/,http://xwc.com/,https://github.com/Whitecoin-XWC/Whitecoin-core,Whitecoin-XWC/Whitecoin-core,github,10,5,12,3,20,1,5,88.392,10.39,1.26,181.75,C++,2,2,0.24723,1053716,0.413745933
226,7878,MobileCoin,MOB,https://mobilecoin.foundation/,https://www.mobilecoin.com/,https://github.com/mobilecoinfoundation/mobilecoin,mobilecoinfoundation/mobilecoin,github,981,93,68,13,325.67,317,95,0.281,10.19,1.88,179.04,Rust,0,6,0.47008,1184759,0.329601695
227,8000,Lido DAO Token,LDO,https://lido.fi/,,https://github.com/lidofinance/lido-dao,lidofinance/lido-dao,github,110,45,44,6.67,64,27,6.67,1.312,11.01,1.33,128.71,JavaScript,5,30,0.367,37445,0.396316845
228,2943,Rocket Pool,RPL,https://www.rocketpool.net/,,https://github.com/rocket-pool/rocketpool,rocket-pool/rocketpool,github,561,174,39,2,2,1,2.33,0.876,21.92,9.25,275.61,JavaScript,1,68,0.40551,221920,0.438649361
229,3951,Pirate Chain,ARRR,https://pirate.black/,,https://github.com/PirateNetwork/pirate,PirateNetwork/pirate,github,77,50,53,3,5,1.5,1,0.453,12.15,0.37,272.39,C++,0,9,0.52392,315204,0.379417036
230,4121,Sapphire,SAPP,https://sappcoin.com/,,https://github.com/sappcoin-com/SAPP,sappcoin-com/SAPP,github,10,37,12,1,18,0,0,54.612,0,0,204.91,,,,,470155,0.278311286
232,11346,Radio Caca,RACA,https://www.radiocaca.com/,,https://github.com/radiocaca/radio-caca,radiocaca/radio-caca,github,60,16,2,0,0,0,0,5.366,0,0,108.5,Solidity,5,0,0.1368,14550,0.41698703
233,10442,Decentralized Social,DESO,https://deso.org,,https://github.com/deso-protocol/core,deso-protocol/core,github,56,44,36,14.33,62.33,75.67,22.33,0.284,4.2,0.78,94.57,Go,0,0,0.40087,47199,0.334911551
238,10778,Metahero,HERO,https://metahero.io,,https://github.com/metahero-io/metahero-contracts,metahero-io/metahero-contracts,github,28,5,1,0,0,0,0,65.497,0.86,0.97,131,TypeScript,4,0,0.09837,45425,0.381128342
239,4660,Telos,TLOS,https://telos.net/,,https://github.com/telosnetwork/telos-decide,telosnetwork/telos-decide,github,25,24,6,0,0,0,0,4.72,0,0,118,C++,4,0,0.18323,92145,0.391630143
240,12885,Astar,ASTR,https://astar.network/,,https://github.com/AstarNetwork/Astar,AstarNetwork/Astar,github,112,18,24,10,85.67,31.33,11.67,0.007,5.09,1.4,61.85,Rust,0,0,0.39956,24911,0.327891437
243,5625,LUKSO,LYXe,https://lukso.network,,https://github.com/lukso-network/rICO-smart-contracts,lukso-network/rICO-smart-contracts,github,30,26,10,1,0,0,1,1.996,0,0,141.5,JavaScript,29,0,0.15904,271743,0.334226723
244,14556,Boba Network,BOBA,https://boba.network/,,https://github.com/bobanetwork/boba,bobanetwork/boba,github,7,1,12,0,0,0,0,0.33,2.4,0.28,12.5,Go,0,0,0.41368,57786,0.333789621
246,2467,OriginTrail,TRAC,https://origintrail.io/,,https://github.com/OriginTrail/ot-node,OriginTrail/ot-node,github,156,86,74,12.67,159,89.67,30,0.83,6.99,1.02,328.81,JavaScript,3,129,0.5157,383140,0.338679316
247,3964,Reserve Rights,RSR,https://reserve.org/,,https://github.com/reserve-protocol/smart-contracts,reserve-protocol/smart-contracts,github,7,0,1,0,0,0,0,407.531,0,0,339,JavaScript,14,0,0.19241,141770,0.391630143
248,1759,Status,SNT,http://status.im/,,https://github.com/status-im/status-go,status-im/status-go,github,707,487,184,17.67,232,122.33,27.67,0.276,13.94,4.79,332.34,Go,0,83,0.60067,184010,0.276497622
249,7505,Everscale,EVER,https://everscale.network,https://flatqube.io/swap,https://github.com/tonlabs/TON-SDK,tonlabs/TON-SDK,github,108,81,47,10.33,81.67,4.33,38,0.962,2.24,0.55,301.87,,,,,342588,0.405465626
252,7334,Conflux,CFX,https://confluxnetwork.org/,,https://github.com/Conflux-Chain/conflux-rust,Conflux-Chain/conflux-rust,github,544,268,103,8.33,232,17.33,51.67,0.25,10,0.9,278.76,Rust,0,28,0.49752,220296,0.412301988
253,1816,Civic,CVC,https://www.civic.com/,,https://github.com/civicteam/npm-civic-sip-api,civicteam/npm-civic-sip-api,github,26,11,31,1,0,0,1,43.441,0,0,335.44,JavaScript,14,0,0.19506,156429,0.334226723
254,2982,MVL,MVL,http://mvlchain.io,,https://github.com/mvlchain/mvltoken,mvlchain/mvltoken,github,5,9,3,0,0,0,0,27.578,0,0,56.5,JavaScript,46,0,0.05467,476191,0.391630143
256,3600,Humanscape,HUM,https://humanscape.io/,,https://github.com/humanscape/eslint-config,humanscape/eslint-config,github,12,0,2,0,0,0,0,423.949,0,0,3,JavaScript,24,0,0.09662,84821,0.391630143
257,2868,Constellation,DAG,https://www.constellationnetwork.io,,https://github.com/Constellation-Labs/constellation,Constellation-Labs/constellation,github,151,88,38,1,1,0,3,2.135,4.39,0.04,391.51,Scala,1,15,0.41236,117824,0.33774888
258,1680,Aragon,ANT,https://aragon.org/,,https://github.com/aragon/govern,aragon/govern,github,134,36,42,5,8,3.33,4.67,1,1.76,0.25,110.82,TypeScript,1,37,0.42521,46443,0.365797385
260,11396,JOE,JOE,https://www.traderjoexyz.com/#/home,,https://github.com/traderjoe-xyz/joe-core,traderjoe-xyz/joe-core,github,79,59,15,6.67,175.67,133.33,13.67,0.554,6.17,0.42,97.54,Solidity,4,148,0.30573,2392,0.214096779
261,7486,Rari Governance Token,RGT,http://rari.capital/,,https://github.com/Rari-Capital/solmate,Rari-Capital/solmate,github,1344,155,70,21.33,57,76.67,14.33,0.073,10.7,2.34,44.24,,,,,60423,0.373895564
262,9543,Biconomy,BICO,https://biconomy.io,,https://github.com/bcnmy/metatx-standard,bcnmy/metatx-standard,github,93,51,18,2.33,3,1,1,5.511,0.14,0.07,176.58,JavaScript,21,0,0.13826,98167,0.436724544
263,2299,aelf,ELF,http://aelf.com/,,https://github.com/AElfProject/AElf,AElfProject/AElf,github,947,546,92,3,44,2.33,1,3.42,17.36,12.4,285.64,C#,7,5996,0.439,231125,0.41698703
264,5268,Energy Web Token,EWT,https://www.energyweb.org/,,https://github.com/energywebfoundation/origin,energywebfoundation/origin,github,88,91,61,8.33,486.67,21.33,52.33,0.056,3.35,0.28,207.09,TypeScript,0,129,0.52824,271436,0.293219199
265,5892,Anyswap,ANY,https://anyswap.exchange/dashboard,,https://github.com/anyswap/CrossChain-Bridge,anyswap/CrossChain-Bridge,github,165,84,24,3,43.33,0.33,2,1.885,25.86,0.28,205.44,Go,2,0,0.25805,13682,0.41698703
267,5444,Cartesi,CTSI,https://cartesi.io/,,https://github.com/cartesi/machine-solidity-step,cartesi/machine-solidity-step,github,74,7,4,1,0,0.33,1.5,40.609,29.23,29.23,364,Solidity,22,0,0.18859,201621,0.316817688
268,7737,API3,API3,https://api3.org/,,https://github.com/api3dao/airnode,api3dao/airnode,github,101,71,43,14.33,602.67,349.67,50,0.185,9.27,1.4,155.19,TypeScript,0,78,0.51965,89792,0.30943434
269,3441,Divi,DIVI,https://www.diviproject.org/,,https://github.com/Divicoin/Divi,Divicoin/Divi,github,25,48,32,0,0,0,0,1060.761,0,0,108.71,,,,,479530,0.396623641
270,5026,Orchid,OXT,https://www.orchid.com/,,https://github.com/OrchidTechnologies/orchid,OrchidTechnologies/orchid,github,519,117,73,4,61.33,1.33,3.5,0.621,27.74,5.3,177.25,C++,0,62,0.47354,245815,0.316824087
271,1732,Numeraire,NMR,https://numer.ai/,,https://github.com/numerai/numerapi,numerai/numerapi,github,71,17,3,0,0,0,0,7.872,0,0,0,Python,11,2,0.21699,172734,0.33858659
275,6958,Alchemy Pay,ACH,https://alchemypay.org/,,https://github.com/Alchemy-GPS/cryptocurrency-cashier-android,Alchemy-GPS/cryptocurrency-cashier-android,github,5,2,1,0,0,0,0,544.092,0,0,0,Java,39,0,0.06436,840143,0.391630143
277,14803,Aurora,AURORA,https://aurora.dev/,,https://github.com/aurora-is-near/aurora-engine,aurora-is-near/aurora-engine,github,195,34,42,14.33,112.67,106,15,0.89,8.83,1.26,142.43,Rust,0,5,0.41513,51758,0.281500032
278,5031,MimbleWimbleCoin,MWC,https://www.mwc.mw/,,https://github.com/mwcproject/mwc-node,mwcproject/mwc-node,github,29,57,21,1.5,1,0.5,0,6.754,59.96,2.61,171.56,Rust,8,0,0.31234,903171,0.348333398
279,16463,OpenDAO,SOS,https://www.theopendao.com/,,https://github.com/The-OpenDAO/theopendao-interface,The-OpenDAO/theopendao-interface,github,8,2,6,4,13,0.5,0,17.227,14.69,14.69,23,Vue,3,3,0.10079,12959,0.41698703
280,6951,Reef,REEF,https://reef.io/,,https://github.com/reef-defi/reef-client,reef-defi/reef-client,github,25,7,9,0,0,0,0,20.156,7.08,0.12,96.83,TypeScript,6,16,0.15197,129492,0.381128342
282,693,Verge,XVG,http://vergecurrency.com/,,https://github.com/vergecurrency/verge,vergecurrency/verge,github,160,76,70,2.67,4.33,1.33,0.5,5.753,34.9,20.15,121.05,C++,2,171,0.46341,167150,0.317577604
284,10746,Biswap,BSW,https://biswap.org/,,https://github.com/biswap-org/core,biswap-org/core,github,11,11,2,0,0,0,0,35.883,0,0,0,TypeScript,20,0,0.13794,6222,0.391630143
285,9417,Maple,MPL,https://maple.finance/,,https://github.com/maple-labs/maple-core,maple-labs/maple-core,github,51,14,11,1,2.5,0,1,1.996,6.83,0.6,133.6,Shell,20,14,0.20748,220382,0.362280393
286,8489,XSGD,XSGD,https://www.straitsx.com/,,https://github.com/Xfers/StraitsX-tokens,Xfers/StraitsX-tokens,github,9,5,5,0,0,0,0,98.897,0,0,226.4,JavaScript,4,0,0.17696,149181,0.391630143
287,3662,HedgeTrade,HEDG,https://hedgetrade.com/,,https://github.com/rublixdev/hedgtokenmint,rublixdev/hedgtokenmint,github,6,11,3,0,0,0,0,31.039,0,0,171,None,36,0,0.06804,620458,0.391630143
288,10750,Qredo,QRDO,https://www.qredo.com/,,https://github.com/qredo/partner-api-sign,qredo/partner-api-sign,github,6,0,3,0,0,0,0,22.608,0.76,0.76,362,Go,14,0,0.11537,111458,0.397545543
289,15478,Decentral Games,DG,https://decentral.games,,https://github.com/decentralgames/games,decentralgames/games,github,6,3,2,0,0,0,0,57.769,0,0,88.5,JavaScript,10,0,0.07426,34582,0.391630143
290,11171,Mango,MNGO,https://mango.markets/,,https://github.com/blockworks-foundation/mango,blockworks-foundation/mango,github,105,24,9,0,0,0,0,13.167,4.27,0.37,78.71,Rust,7,197,0.2434,48092,0.391630143
291,1104,Augur,REP,http://www.augur.net/,,https://github.com/AugurProject/augur,AugurProject/augur,github,888,508,225,1,0,0.33,2,1.438,14.54,3.54,312.57,TypeScript,5,2412,0.45187,252238,0.323124778
292,12999,ssv.network,SSV,https://ssv.network/,,https://github.com/bloxapp/ssv-web,bloxapp/ssv-web,github,5,7,5,1.33,21.67,0.33,0,7.079,0.28,0.02,136.5,TypeScript,0,7,0.27572,306596,0.376916526
293,1637,iExec RLC,RLC,https://iex.ec/,https://docs.iex.ec/,https://github.com/iExecBlockchainComputing/iexec-sdk,iExecBlockchainComputing/iexec-sdk,github,442,55,31,1,17,0,1,1.049,0.6,0.1,223.36,JavaScript,0,23,0.38986,540371,0.338711532
294,3012,VeThor Token,VTHO,https://www.vechain.org/,,https://github.com/vechain/thor,vechain/thor,github,814,395,94,3.33,5,2.67,2,0.055,9.78,0.82,218.78,Go,0,57,0.41564,62594,0.41698703
297,8420,DAO Maker,DAO,https://daomaker.com/,,https://github.com/daomaker/tokens-vesting-contract,daomaker/tokens-vesting-contract,github,4,7,1,1,0,0,1,0.596,0,0,0,Solidity,22,0,0.01915,13225,0.391630143
298,6651,USDX [Kava],USDX,https://kava.io,,https://github.com/Kava-Labs/kava,Kava-Labs/kava,github,364,649,185,12,183.33,47.67,28.67,0.751,5.96,2.97,125.64,Go,1,42,0.48254,50394,0.237971309
301,7189,Origin Dollar,OUSD,https://www.ousd.com,,https://github.com/OriginProtocol/origin-dollar,OriginProtocol/origin-dollar,github,54,33,48,9,61.67,110.67,11.67,0.682,16.48,1.78,188.53,JavaScript,0,50,0.48368,177616,0.300334177
303,2780,NKN,NKN,https://nkn.org/,,https://github.com/nknorg/nkn,nknorg/nkn,github,443,330,72,4.5,6,2.67,3,0.698,6.58,0.7,221.05,Go,0,16,0.41603,286791,0.37662858
304,6843,Radicle,RAD,https://radicle.xyz/,,https://github.com/radicle-dev/radicle-upstream,radicle-dev/radicle-upstream,github,575,61,107,7.33,135.33,78.33,19.67,0.717,19.74,0.89,212.38,Svelte,6,38,0.34437,347174,0.316481544
306,7726,ICHI,ICHI,https://ichi.farm/#/swap,https://www.ichi.org/,https://github.com/ichifarm/ichi-oneToken,ichifarm/ichi-oneToken,github,6,7,6,2.5,15,0,1,8.625,0,0,145,JavaScript,11,2,0.11007,1635063,0.297387339
309,4092,Dusk Network,DUSK,https://www.dusk.network,,https://github.com/dusk-network/dusk-blockchain,dusk-network/dusk-blockchain,github,91,30,25,6,195.33,45,14.33,0.985,19.18,4.88,367.04,Go,1,0,0.35944,166164,0.346693906
310,2989,STASIS EURO,EURS,https://stasis.net,,https://github.com/STASISNET/STASIS-EURS-token-smart-contract,STASISNET/STASIS-EURS-token-smart-contract,github,12,24,4,0,0,0,0,31.047,0,0,581.5,Solidity,23,0,0.0748,963079,0.391630143
311,2585,CENNZnet,CENNZ,https://cennz.net/,,https://github.com/cennznet/cennznet,cennznet/cennznet,github,70,43,37,3.33,71.33,26,16.33,1.383,15.65,0.71,203.44,Rust,1,14,0.3643,3546722,0.436351009
314,1343,Stratis,STRAX,http://stratisplatform.com/,,https://github.com/stratisproject/StratisFullNode,stratisproject/StratisFullNode,github,71,71,37,8,150.33,52.33,37.67,0.841,6.99,0.78,263.83,C#,3,62,0.47134,364094,0.318362211
315,1230,Steem,STEEM,https://steem.com/,https://steemit.com/,https://github.com/steemit/steem,steemit/steem,github,2185,1772,630,3,4.5,1.67,2,4.61,25.77,21.95,256.59,C++,25,2654,0.47363,201689,0.334226723
316,12140,RMRK,RMRK,https://rmrk.app/,,https://github.com/rmrk-team/rmrk-tools,rmrk-team/rmrk-tools,github,62,24,18,4.33,33.67,7.33,3,0.422,9.39,0.41,163.86,JavaScript,0,117,0.45813,50987,0.309273233
318,5631,Orion Protocol,ORN,https://www.orionprotocol.io/orn,,https://github.com/orionprotocol/orion-holochain,orionprotocol/orion-holochain,github,11,5,2,0,0,0,0,29.495,0,0,139,Rust,45,0,0.03088,100439,0.391630143
319,3418,Metadium,META,https://www.metadium.com/,,https://github.com/METADIUM/go-metadium,METADIUM/go-metadium,github,11,19,10,0,0,0,0,2.42,0.01,0.01,763.8,Go,3,0,0.42187,389333,0.302032574
321,2444,CRYPTO20,C20,https://invictuscapital.com/en/crypto20,,https://github.com/cryptotwenty/smartcontracts,cryptotwenty/smartcontracts,github,69,66,7,0,0,0,0,11.001,0.05,0.05,49,None,64,0,0.01952,70864,0.391630143
322,4679,Band Protocol,BAND,https://bandprotocol.com/,,https://github.com/bandprotocol/chain,bandprotocol/chain,github,60,18,24,3.33,10,4,2.67,5.253,7.72,0.96,153.41,Go,3,17,0.40708,305373,0.435708577
323,10897,Alitas,ALT,https://alitas.tech/,,https://github.com/AlitasTech/Alitas,AlitasTech/Alitas,github,1,0,2,1,4,0,0,61.269,0,0,141.5,Go,13,0,0.04938,855224,0.41698703
325,5618,Dawn Protocol,DAWN,https://dawn.org,https://firstblood.io,https://github.com/Dawn-Protocol/dawn-erc20-erc777,Dawn-Protocol/dawn-erc20-erc777,github,25,8,3,1,0,0,1,10.787,0,0,290.67,TypeScript,20,0,0.12116,436944,0.334226723
